ToPad;Continent;Country;Gender;Month;Number of Records;Sub type;Padded;Total;Type of Moving;viz
1;Australia;New Zealand;Female;July;1;First time for travelling;1;7;By themselves;Segment
1;Australia;Papua New Guinea;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Australia;Australia;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Australia;New Zealand;Female;June;1;First time for travelling;1;7;By themselves;Segment
1;Australia;Papua New Guinea;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Australia;Papua New Guinea;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Female;March;1;First time for travelling;1;37;By themselves;Segment
1;Australia;Papua New Guinea;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Female;May;1;First time for travelling;1;41;By themselves;Segment
1;Australia;Papua New Guinea;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Female;November;1;First time for travelling;1;14;By themselves;Segment
1;Australia;Papua New Guinea;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Female;October;1;First time for travelling;1;34;By themselves;Segment
1;Australia;Papua New Guinea;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Female;September;1;First time for travelling;1;7;By themselves;Segment
1;Australia;Papua New Guinea;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Algeria;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Bahrain;Female;April;1;First time for travelling;1;3;By themselves;Segment
1;Europe;Denmark;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Europe;England;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Finland;Female;April;1;First time for travelling;1;3;By themselves;Segment
1;Europe;Germany;Female;April;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Italy;Female;April;1;First time for travelling;1;2;By themselves;Segment
1;Europe;Russia;Female;April;1;First time for travelling;1;44;By themselves;Segment
1;Europe;Sweden;Female;April;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Algeria;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Bahrain;Female;August;1;First time for travelling;1;5;By themselves;Segment
1;Europe;Denmark;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Europe;England;Female;August;1;First time for travelling;1;2;By themselves;Segment
1;Europe;Finland;Female;August;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Germany;Female;August;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Italy;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Russia;Female;August;1;First time for travelling;1;25;By themselves;Segment
1;Europe;Sweden;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Algeria;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Bahrain;Female;December;1;First time for travelling;1;5;By themselves;Segment
1;Europe;Denmark;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Europe;England;Female;December;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Finland;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Germany;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Italy;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Russia;Female;December;1;First time for travelling;1;93;By themselves;Segment
1;Europe;Sweden;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Algeria;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Bahrain;Female;February;1;First time for travelling;1;3;By themselves;Segment
1;Europe;Denmark;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Europe;England;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Finland;Female;February;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Germany;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Italy;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Russia;Female;February;1;First time for travelling;1;31;By themselves;Segment
1;Europe;Sweden;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Algeria;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Bahrain;Female;January;1;First time for travelling;1;4;By themselves;Segment
1;Europe;Denmark;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Europe;England;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Finland;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Germany;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Italy;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Russia;Female;January;1;First time for travelling;1;37;By themselves;Segment
1;Europe;Sweden;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Algeria;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Bahrain;Female;July;1;First time for travelling;1;8;By themselves;Segment
1;Europe;Denmark;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Europe;England;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Finland;Female;July;1;First time for travelling;1;329;By themselves;Segment
1;Europe;Germany;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Italy;Female;July;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Russia;Female;July;1;First time for travelling;1;66;By themselves;Segment
1;Europe;Sweden;Female;July;1;First time for travelling;1;9;By themselves;Segment
1;Europe;Algeria;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Europe;Algeria;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Bahrain;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Europe;Bahrain;Female;June;1;First time for travelling;1;6;By themselves;Segment
1;Europe;Denmark;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Europe;Denmark;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Europe;England;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Europe;England;Female;June;1;First time for travelling;1;2;By themselves;Segment
1;Europe;Finland;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Europe;Finland;Female;June;1;First time for travelling;1;143;By themselves;Segment
1;Europe;Germany;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Europe;Germany;Female;June;1;First time for travelling;1;4;By themselves;Segment
1;Europe;Italy;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Europe;Italy;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Russia;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Europe;Russia;Female;June;1;First time for travelling;1;48;By themselves;Segment
1;Europe;Sweden;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Europe;Sweden;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Algeria;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Bahrain;Female;March;1;First time for travelling;1;5;By themselves;Segment
1;Europe;Denmark;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Europe;England;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Finland;Female;March;1;First time for travelling;1;6;By themselves;Segment
1;Europe;Germany;Female;March;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Italy;Female;March;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Russia;Female;March;1;First time for travelling;1;20;By themselves;Segment
1;Europe;Sweden;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Algeria;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Bahrain;Female;May;1;First time for travelling;1;5;By themselves;Segment
1;Europe;Denmark;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Europe;England;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Finland;Female;May;1;First time for travelling;1;34;By themselves;Segment
1;Europe;Germany;Female;May;1;First time for travelling;1;3;By themselves;Segment
1;Europe;Italy;Female;May;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Russia;Female;May;1;First time for travelling;1;29;By themselves;Segment
1;Europe;Sweden;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Algeria;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Bahrain;Female;November;1;First time for travelling;1;10;By themselves;Segment
1;Europe;Denmark;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Europe;England;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Finland;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Germany;Female;November;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Italy;Female;November;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Russia;Female;November;1;First time for travelling;1;42;By themselves;Segment
1;Europe;Sweden;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Algeria;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Bahrain;Female;October;1;First time for travelling;1;6;By themselves;Segment
1;Europe;Denmark;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Europe;England;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Finland;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Germany;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Italy;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Russia;Female;October;1;First time for travelling;1;56;By themselves;Segment
1;Europe;Sweden;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Algeria;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Bahrain;Female;September;1;First time for travelling;1;6;By themselves;Segment
1;Europe;Denmark;Female;September;1;First time for travelling;1;1;By themselves;Segment
1;Europe;England;Female;September;1;First time for travelling;1;2;By themselves;Segment
1;Europe;Finland;Female;September;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Germany;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Europe;Italy;Female;September;1;First time for travelling;1;1;By themselves;Segment
1;Europe;Russia;Female;September;1;First time for travelling;1;55;By themselves;Segment
1;Europe;Sweden;Female;September;1;First time for travelling;1;1;By themselves;Segment
1;North America;Canada;Female;April;1;First time for travelling;1;25;By themselves;Segment
1;North America;United States of America;Female;April;1;First time for travelling;1;2;By themselves;Segment
1;North America;Canada;Female;August;1;First time for travelling;1;11;By themselves;Segment
1;North America;United States of America;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;North America;Canada;Female;December;1;First time for travelling;1;13;By themselves;Segment
1;North America;United States of America;Female;December;1;First time for travelling;1;1;By themselves;Segment
1;North America;Canada;Female;February;1;First time for travelling;1;7;By themselves;Segment
1;North America;United States of America;Female;February;1;First time for travelling;1;2;By themselves;Segment
1;North America;Canada;Female;January;1;First time for travelling;1;2;By themselves;Segment
1;North America;United States of America;Female;January;1;First time for travelling;1;5;By themselves;Segment
1;North America;Canada;Female;July;1;First time for travelling;1;10;By themselves;Segment
1;North America;United States of America;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;North America;Canada;Female;June;1;First time for travelling;1;;By themselves;Segment
1;North America;Canada;Female;June;1;First time for travelling;1;17;By themselves;Segment
1;North America;United States of America;Female;June;1;First time for travelling;1;;By themselves;Segment
1;North America;United States of America;Female;June;1;First time for travelling;1;3;By themselves;Segment
1;North America;Canada;Female;March;1;First time for travelling;1;19;By themselves;Segment
1;North America;United States of America;Female;March;1;First time for travelling;1;2;By themselves;Segment
